"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-17","4.7",",,W","18.5",",,W,2400","0.0",",,W","0.0",",,W","10.7","H,,S","11.7",",,W","7.2",",,W","  220",",,W","  230",",,W","10.3",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-18","3.8",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","9.1","H,,S","14.4",",,W","5.6",",,W","  210",",,W","  310",",,W","7.6",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-19","4.7",",,W","13.7",",,W,2400","0.0",",,W","0.0",",,W","9.5","H,,S","11.7",",,W","5.6",",,W","  210",",,W","  230",",,W","10.3",",,W","13.9",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-20","2.7",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","9.6","H,,S","15.6",",,W","5.6",",,W","  200",",,W","  210",",,W","9.4",",,W","11.2",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-21","2.5",",,W","5.1",",,W,2400","0.0",",,W","0.0",",,W","11.4","H,,S","17.2",",,W","7.8",",,W","  340",",,W",,,"6.3",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-22","4.2",",,W","14.2",",,W,2400","0.0",",,W","0.0",",,W","9.0","H,,S","12.2",",,W","5.0",",,W","  260",",,W","  250",",,W","9.8",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-23","5.0",",,W","8.9",",,W,2400","0.0",",,W","0.0",",,W","8.3","H,,S","11.7",",,W","6.1",",,W","  280",",,W","  320",",,W","8.1",",,W","14.3",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-24","5.3",",,W","12.4",",,W,2400","0.0",",,W","0.0",",,W","10.5","H,,S","13.9",",,W","6.1",",,W","  200",",,W","  210",",,W","11.6",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-25","2.3",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","9.1","H,,S","14.4",",,W","5.6",",,W","  320",",,W","  290",",,W","6.3",",,W","7.6",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-26","3.9",",,W","3.3",",,W,2400","0.0",",,W","0.0",",,W","9.8","H,,S","15.0",",,W","5.6",",,W","  190",",,W","  210",",,W","6.3",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-27","5.8",",,W","6.9",",,W,2400","0.0",",,W","0.0",",,W","8.6","H,,S","11.1",",,W","6.1",",,W","  200",",,W","  200",",,W","9.8",",,W","11.2",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-28","2.6",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","8.9","H,,S","16.1",",,W","4.4",",,W","  280",",,W","  280",",,W","5.8",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-29","2.3",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","14.6","H,,S","25.0",",,W","9.4",",,W","  100",",,W","   90",",,W","6.7",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-30","3.9",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","19.9","H,,S","27.8",",,W","9.4",",,W","  350",",,W","   10",",,W","7.6",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-01","3.0",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","20.7","H,,S","29.4",",,W","11.1",",,W","  240",",,W","  240",",,W","5.8",",,W","8.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-02","4.7",",,W","0.0","T,,W,2400","0.0",",,W","0.0",",,W","18.8","H,,S","18.3",",,W","10.6",",,W","  220",",,W","  230",",,W","8.1",",,W","10.3",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-03","3.4",",,W","33.3",",,W,2400","0.0",",,W","0.0",",,W","12.8","H,,S","15.0",",,W","8.9",",,W","  210",",,W","  200",",,W","9.8",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-04","4.2",",,W","16.0",",,W,2400","0.0",",,W","0.0",",,W","11.0","H,,S","14.4",",,W","8.9",",,W","  190",",,W","  200",",,W","8.9",",,W","11.2",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-05","3.8",",,W","5.1",",,W,2400","0.0",",,W","0.0",",,W","11.2","H,,S","15.6",",,W","9.4",",,W","  220",",,W","  230",",,W","7.2",",,W","9.8",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-06","2.6",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","11.7","H,,S","16.7",",,W","8.3",",,W","  220",",,W","  250",",,W","5.8",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-07","1.7",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","12.0","H,,S","18.3",",,W","7.2",",,W","  240",",,W","  250",",,W","5.8",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-08","3.4",",,W","13.7",",,W,2400","0.0",",,W","0.0",",,W","12.5","H,,S","13.9",",,W","9.4",",,W","  200",",,W","  200",",,W","8.9",",,W","11.6",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-09","5.6",",,W","2.0",",,W,2400","0.0",",,W","0.0",",,W","10.9","H,,S","13.3",",,W","7.2",",,W","  210",",,W","  220",",,W","9.8",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-10","2.1",",,W","0.5",",,W,2400","0.0",",,W","0.0",",,W","9.7","H,,S","15.6",",,W","7.2",",,W","  270",",,W","  240",",,W","4.0",",,W","8.1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-11","1.7",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","12.5","H,,S","18.9",",,W","8.3",",,W","  200",",,W","  200",",,W","11.6",",,W","11.6",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-12","2.7",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","15.4","H,,S","24.4",",,W","9.4",",,W","  320",",,W","  310",",,W","5.4",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-13","3.8",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","19.3","H,,S","26.7",",,W","12.8",",,W","  350",",,W","  350",",,W","6.7",",,W","8.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-14","3.3",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","20.6","H,,S","27.8",",,W","13.3",",,W","  350",",,W","   30",",,W","6.7",",,W","11.6",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-15","3.0",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","21.2","H,,S","26.7",",,W","12.8",",,W","  240",",,W","  240",",,W","8.9",",,W","10.7",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-16","4.1",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","16.7","H,,S","20.0",",,W","11.7",",,W","  220",",,W","  200",",,W","7.2",",,W","9.8",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-17","3.2",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","15.1","H,,S","20.0",",,W","11.7",",,W","  190",",,W","  260",",,W","6.3",",,W","8.9",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-18","3.2",",,W","0.0","T,,W,2400","0.0",",,W","0.0",",,W","14.7","H,,S","20.0",",,W","10.6",",,W","  210",",,W","  210",",,W","11.2",",,W","14.8",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-19","2.2",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","13.8","H,,S","21.1",",,W","10.0",",,W","  340",",,W","  350",",,W","6.3",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-20","2.7",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","16.2","H,,S","22.2",",,W","10.0",",,W","  300",",,W","  280",",,W","5.8",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-21","1.7",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","14.6","H,,S","20.0",",,W","10.6",",,W","  250",",,W","  250",",,W","4.0",",,W","5.4",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-22","2.5",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","17.1","H,,S","24.4",",,W","11.7",",,W","  300",",,W","  300",",,W","6.7",",,W","8.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-23","4.0",",,W","3.8",",,W,2400","0.0",",,W","0.0",",,W","16.9","H,,S","20.0",",,W","12.8",",,W","  220",",,W","  110",",,W","8.1",",,W","13.0",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-24","2.4",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","14.9","H,,S","18.3",",,W","11.1",",,W","  230",",,W","  220",",,W","5.4",",,W","6.7",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-25","1.4",",,W","5.6",",,W,2400","0.0",",,W","0.0",",,W","13.7","H,,S","15.0",",,W","10.6",",,W","  230",",,W","  320",",,W","4.5",",,W","10.7",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-26","4.5",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","13.5","H,,S","18.3",",,W","11.1",",,W","  210",",,W","  210",",,W","9.4",",,W","11.2",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-27","2.5",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","14.3","H,,S","20.0",",,W","10.0",",,W","  280",",,W","  280",",,W","5.8",",,W","8.1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-28","3.4",",,W","0.0","T,,W,2400","0.0",",,W","0.0",",,W","14.0","H,,S","18.9",",,W","10.0",",,W","  210",",,W","  200",",,W","7.6",",,W","9.8",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-29","4.3",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","13.6","H,,S","18.9",",,W","11.1",",,W","  180",",,W","  170",",,W","8.1",",,W","10.7",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-30","4.5",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","14.3","H,,S","20.6",",,W","8.9",",,W","  340",",,W","  350",",,W","8.9",",,W","10.3",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-31","2.2",",,W","0.0",",,W,2400","0.0",",,W","0.0",",,W","16.6","H,,S","23.3",",,W","10.0",",,W","  200",",,W","  210",",,W","5.4",",,W","7.2",",,W",,,,,,,,,,,,,,,,,,,,,,
